ФИО,Желаемая должность,Зарплата,Личная информация,Местоположение,Занятость и график,Общий опыт,Последнее место работы,Обязанности,Ключевые навыки,Обо мне,Образование,Языки,Ссылка
Кандидат,Программист,30 000 ₽ на руки,"Мужчина, 47 лет","Пятигорск , готов к переезду (Ростов-на-Дону) , готов к редким командировкам",Не указано,Опыт работы 20 лет 8 месяцев,"Программист в ООО ""Msphone""","Внедрение и поддержка системы 1С 8.1 ""Сервисный центр"". Поддержка ""Бухгалтерия"",""ЗУП"" 8.1,8.2. Поддержка и управление серверов - терминальные сервера, кластеры серверов 1С, MS SQL управление и настройка архивирования баз 1С предприятия.","1С программирование, C#, Java, ASP.NET, Visual Basic, 1C: Бухгалтерия, 1С-Битрикс, Русский — Родной, Английский — C1 — Продвинутый",Не указано,"Бизнес ИТ г.Пятигорск 1с, Запросы и СКД в 1С. , Программист 1С; Бизнес ИТ г.Пятигорск 1с, Программирование и администрирование 1с 7.7 , Программист 1С; Северо-Кавказский федеральный университет г.Ставрополь Факультет энергетики машиностроения и транспорта Машины и аппараты пищевых производств , Инженер пищевых проихводств; Центр обучения иностранным языкам Центр обучения иностранным языкам г.Пятигорск , Английский; 1с, Запросы и СКД в 1С. Бизнес ИТ , Программист 1С; 1с, Программирование и администрирование 1с 7.7 Бизнес ИТ , Программист 1С","Русский — Родной, Английский — C1 — Продвинутый",https://hh.ru/resume/83c6301100027944d40039ed1f766551457a4d
Кандидат,Программист,100 000 ₽ на руки,"Мужчина, 56 лет","Санкт-Петербург , м. Московская , готов к переезду (Санкт-Петербург) , не готов к командировкам",Не указано,Опыт работы 26 лет 1 месяц,PLC программист в MOVITEC,"PLC программист, работа с Siemens, Allen Bradley, Omron, работа с роботами: Robot kuka, robot abb, robot fanuk, robot comau. Обязанности-написать программу, установка и обучение на месте (на предприятии). Работал с компаниями FIAT, FERRERO, HARDWARE","MC Excel, PLC, управление проектами,, Итальянский — Родной, Английский — C1 — Продвинутый, Испанский — C2 — В совершенстве, Польский — A1 — Начальный, Французский — C1 — Продвинутый","Хобби: лошади, футбол.","Институт CAMERANA, Турин Программирование , Технология, оборудование и автоматизация машиностроительных производств; Институт электроники PEANО, Турин Электроника , Радиофизика и электроника","Итальянский — Родной, Английский — C1 — Продвинутый, Испанский — C2 — В совершенстве, Польский — A1 — Начальный, Французский — C1 — Продвинутый",https://hh.ru/resume/b5b50b8f0001f828ec0039ed1f4d767a6c4143
Кандидат,Программист,Не указано,"Мужчина, 48 лет","Курск , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 25 лет 4 месяца,"Программист в ООО ""Онлайн инжиниринг""",Разработка ПО,"Русский — Родной, Английский — B2 — Средне-продвинутый","Языки программирования: Java, Javascript(Typescript), С++ Java (опыт > 7 лет): Spring, Hibernate, JPA, др. Есть опыт по интеграции сервисов со СМЭВ3. Javascript(Typescript): angularjs, react+redux, angular, др. С++: (различные утилиты; smscenter - сервис отправки, хранения, приема смс, gsm модемы и smpp; др.) Проекты (полностью сделаные мной - web: java - javascript): 1) ims (invoice management system) - система учета счетов (angularjs, hibernate, jpa) 2) trust-club.com - gps трекер, spring, spring security, angular, hibernate, jdo, raphaeljs 3) sip web phone - liferay, jssip, jquery, freeswitch 4) version - система контроля версий установленного у клиентов софта (GWT, ExtGWT, JDO) 5) mail client - web почтовый клиент (GWT, ExtGWT, JDO) 6) anproxy - web proxy (javascript, GWT, ExtGWT, JDO) 7) auth - авторизация через OpenId(gmail, yahoo, др.) и OAuth (Facebook, Twitter) сторонних серверов, свой сервер OpenID (GWT, ExtGWT, JDO) 8) cardsrv - сервер подарочных карт (GWT, ExtGWT, JDO), интеграция во Frontol (javascript) через COM обьект (c++, openssl, curl) , др.","Курский Государственный Педагогический Университет Физико-математический факультет , учитель физики-информатики","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/c3f775fd0000ab5aaa0039ed1f736563726574
Кандидат,Программист,Не указано,"Мужчина, 42 года","Иваново (Ивановская область) , готов к переезду , готов к командировкам",Не указано,Опыт работы 22 года 5 месяцев,Программист в Датавед,"Разработка программного обеспечения (C, C++, Python, Javascript), администрирование серверов Linux, управление надежностью и развертыванием","Русский — Родной, Английский — C2 — В совершенстве","Технологии: Perl, Python C, C++, Qt, Java HTML, Javascript, CSS Ruby, Ansible, Bash, Zabbix Навыки: проектирование архитектуры сложных программных продуктов, решение сложных задач, работа с заказчиком по планированию разработки, работа с сообществами разработчиков. Социальные навыки: продуктивные коммуникации, работа в команде, управление командой — до 50 человек в рамках спецпроектов по увеличению надежности.","Московский государственный университет им. М.В. Ломоносова, Москва Мехмат , Математика, прикладная математика, красный диплом; New manager orientation Intel Corporation , Менеджер","Русский — Родной, Английский — C2 — В совершенстве",https://hh.ru/resume/fe2c9b72000184102b0039ed1f363455614b31
Кандидат,Программист,65 000 ₽ на руки,"Женщина, 35 лет","Санкт-Петербург , не готова к переезду , готова к командировкам",Не указано,Опыт работы 11 лет 2 месяца,"Инженер-программист в Механотроника, НТЦ",".NET разработчик с 3-хлетним опытом создания десктопных приложений и CRM-систем на C# и ASP.NET. Хорошие знания большинства распространённых технологий для данной платформы (в т.ч. WPF, ADO.NET, JScript и др.).","Русский — Родной, Английский — B2 — Средне-продвинутый","- проектирование и ведение баз данных ( Microsoft SQL Server); - написание приложений и модулей; - среды разработки MS Visual Studio; - владение С#, ASP.Net , HTML5 / xHTML, XML, CSS3, jQuery, JS . Личный качества: честность, усидчивость, стремление к новым знаниям.","Белорусский национальный технический университет, Минск Факультет информационных технологий и робототехники (ФИТР) , ИНЖЕНЕР-ПРОГРАММИСТ","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/cd9d652300012ef7da0039ed1f7179346b5342
Кандидат,Программист,50 000 ₽ на руки,"Мужчина, 40 лет","Ярославль , готов к переезду (Москва) , не готов к командировкам",Не указано,Опыт работы 19 лет,инженер-программист в МУП,разработка и сопровождение программных продуктов для сферы ЖКХ,"Русский — Родной, Английский — C2 — В совершенстве","Знание математических основ электронно-цифровых подписей и использование их на практике в прикладных задачах. Знание кодировки СМС - сообщений Разработка программного обеспечения в средах Microsoft Visual Studio, Borland Delphi, Borland C++ Builder и его внедрение. Знание T-SQL, HTML Работа с базами данных Sybase, Microsoft SQL Server Работа с клиентами-заказчиками. Знание английского языка","Ярославский Государственный Университет имени П.Г. Демидова математический/математик, системный программист","Русский — Родной, Английский — C2 — В совершенстве",https://hh.ru/resume/dd6ebb940004e752a40039ed1f626638776146
Кандидат,"Программист, Менеджер проектов",Не указано,"Мужчина, Не указано","Молдова , готов к переезду (Россия) , готов к командировкам",Не указано,Опыт работы 16 лет 6 месяцев,Программист в QSystems (QSystemsGlobal),"Инженер программист: участвовал в доработке и расширении модулей автоматизированной банковской системы; участвовал в разработке финансовой системы позволяющей иметь один доступ к разным системам денежных переводов (Близко, Контакт, Золотая Корона, MoneyGram, Аверс, Юнистрим и т.д.), данную систему используют банки на территории СНГ. По настоящее время создаем модули для подключения к разным СДП. Участвовал в создании порталов для местного IT рынка.","ASP.NET, C#, HTML, JavaScript, MS SQL, MVC, .NET, OOP, Web services, win services, Шаблоны проектирования ПО (GOF), Русский — Родной, Английский — C1 — Продвинутый, Французский — A1 — Начальный","Трудолюбивый, ответственный, мотивированный, аналитическое мышление Хобби - бег, шахматы, моржевание Готов переехать на ПМЖ в РФ Получил сертификаты Microsoft 70-483, 70-480","Технический Университет Молдавии Вычислительной Техники, Информатики и Микроэлектроники , Информационные технологии","Русский — Родной, Английский — C1 — Продвинутый, Французский — A1 — Начальный",https://hh.ru/resume/63b902070001f48bab0039ed1f5a4b386e6e4d
Кандидат,Программист-разработчик,50 000 ₽ на руки,"Мужчина, 38 лет","Курск , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 15 лет 9 месяцев,Программист в Росгосстрах,Разработка,"Borland C++, Borland Delphi, HTML, MySQL, CSS, MS SQL, JavaScript, SQL, Java, Delphi, PHP, C++, MS Visual C++, MS Visual Studio, Русский — Родной",Не указано,"Юго-Западный государственный университет, Курск ИВТ , Инженер",Русский — Родной,https://hh.ru/resume/87d6881f00050278b20039ed1f654a39323462
Кандидат,программист Java,55 000 ₽ на руки,"Мужчина, 40 лет","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 19 лет 1 месяц,программист в ООО Б.,"Разработка системы банк-клиент для юр и физ лиц. разработка схемы данных, всего серверного функционала. Использование GWT, JPA","Русский — Родной, Английский — C1 — Продвинутый","Разработка серверного ПО. Java EE (jsp, ejb), orm (hibernate, toplink), portlets - Liferay web frameworks: JSF,GWT. Серверы: Glassfish, Jboss, Tomkat базы данных : Oracle, MySql, PostgreeSQL Навыки: Java threads, Swing,JMS.","московский физико технический институт общей и прикладной физики , бакалавр","Русский — Родной, Английский — C1 — Продвинутый",https://hh.ru/resume/c2a33a22000094df520039ed1f736563726574
Кандидат,Программист Python,Не указано,"Мужчина, 40 лет","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 11 лет 9 месяцев,Программист в Индивидуальное предпринимательство / частная практика / фриланс,Разрабатывал сайты на django Общий стаж в it более 7 лет По желанию пришлю код на почту,"Django Framework, Python, Русский — Родной",html css javascript python django postgresql,"Московский государственный университет экономики, статистики и информатики, Москва информационные технологии , Прикладная математика и информатика",Русский — Родной,https://hh.ru/resume/b99ff2470007374faf0039ed1f677a4b6a6173
Кандидат,PHP программист,1 000 $ на руки,"Мужчина, 41 год","Санкт-Петербург , готов к переезду , не готов к командировкам",Не указано,Опыт работы 25 лет 4 месяца,"программист в ООО ""Онтинет""","HTML, DHTML, РНР, perl, CSS, XML, XSLT, JavaScript, Java, MySQL Search Engines Optimization (SEO), Google Analytics, AdWords.","Русский — Родной, Английский — C1 — Продвинутый",Не указано,"Московский Международный Университет Экономики, Статистики и Информатики системы связи; Тренинги и семинары NLP (современная психология) ""Центр НЛП в Москве""","Русский — Родной, Английский — C1 — Продвинутый",https://hh.ru/resume/e455655a0000a075300039ed1f736563726574
Кандидат,Инженер-программист,15 000 ₽ на руки,"Женщина, 36 лет","Каменск-Шахтинский , не готова к переезду , готова к редким командировкам",Не указано,Опыт работы 14 лет 2 месяца,"Программист в ГБОУ СПО РО ""Каменский техникум строительства и автосервиса""","1. Администрирование сайта: • модернизация и доработка сайта, обновление информации, отслеживание почты; • раскрутка и продвижение сайта, оптимизация для поисковиков; 2. Администрирование сервера: • Установка и настройка базового программного обеспечения unix сервера; • Настройка и оптимизация программного обеспечения на клиентских машинах; • Настройка системы резервного копирования, создание резервных копий данных. 3. Настройка и тех. поддержка офисной техники. 4. Создание рекламных баннеров.","MS Office, архиваторы, файловые менеджеры, утилиты, антивирусы, графические пакеты: Adobe Photoshop, Операционные системы: семейства Windows и UNIX . Языки программирования: C, C++, HTML и JavaScript., Русский — Родной, Английский — A1 — Начальный, Французский — A1 — Начальный","добросовестность в работе, коммуникабельность, ответственность, cтрессоустойчивость, исполнительность, активная жизненная позиция, желание зарабатывать и развиваться","Каменский институт (филиал) Южно-Российского государственного технического университета (Новочеркасского политехнического института), Каменск-Шахтинский Информационные технологии и управление , Программное обеспечение вычислительной техники и автоматизированных систем","Русский — Родной, Английский — A1 — Начальный, Французский — A1 — Начальный",https://hh.ru/resume/9fe93d9b0001db3d2b0039ed1f384867677331
Кандидат,Программист Oracle,Не указано,"Мужчина, 51 год","Нефтеюганск , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 27 лет 9 месяцев,Программист в Нефтеюганская городская больница,Ведение и обслуживание программных комплексов,"Delphi, Oracle Pl/SQL, Администрирование Oracle 9I, Русский — Родной, Английский — B2 — Средне-продвинутый",Люблю петь караоке,"Эдуард Лутков НГБ , Математическое обеспечение и администрирование информационных систем","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/6e9f506f0001edeee00039ed1f6e4c474a455a
Кандидат,"Программист PHP ( частичная ‎занятость, удаленная работа)",35 000 ₽ на руки,"Мужчина, 59 лет","Ульяновск , не готов к переезду , готов к командировкам",Не указано,Опыт работы 22 года 7 месяцев,программист в tectumdesign,"разработка web сайтов,создание CRM. база данных","pure php >5.6 , pure js , HTML5 , css3 , REST ,Apache , Nginx, Русский — Родной, Английский — B2 — Средне-продвинутый",программист по образованию и увлечению ...,"Ульяновский государственный технический университет, Ульяновск ЗВМ , аппаратная и програмная","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/2e17d37700042bd0f50039ed1f4a527264306b
Кандидат,Программист,Не указано,"Мужчина, 34 года","Екатеринбург , готов к переезду (Россия) , готов к командировкам",Не указано,Опыт работы 11 лет 4 месяца,"Программист в ЦИС WTO, ТОО",Разработка веб приложении,"Borland Delphi, Arduino, Solid Works, Python, Linux, Object Pascal/Delphi, Adobe Photoshop, PHP, HTML, CSS, Ремонт ПК, Настройка ПК, Сборка ПК, Настройка ПО, MySQL, 3D печать, сборка 3D принтеров, Visual Studio C#, jQuery, Raspberry pi, Работа с базами данных, Схемотехника электронного оборудования, IoT, микроконтроллер, 1С программирование, MS SQL Server, 1C: Бухгалтерия, PostgreSQL, Docker, Русский — Родной","Занимаюсь изучением программирования в 1С, хочу работать в данном направлении. Умею программировать Arduino, ESP, делал не большие приложение на C#, Python, PHP","Омская гуманитарная академия, Омск Информационные технологии , Информатика и вычислительная техника (бакалавр техники и технологии); Томский государственный университет систем управления и радиоэлектроники, Томск РТФ , Аудиовизуальная техника; Колледж при КарГТУ Программирование , Техник программист; Курсы 1С:Франчайзинг ИП Ваниев , 1С программист; Курсы Частные , html, css, Javascript, php",Русский — Родной,https://hh.ru/resume/ebfa025c00033566da0039ed1f4c7830424d61
Кандидат,программист,35 000 ₽ на руки,"Мужчина, 39 лет","Санкт-Петербург , готов к переезду (Московская область) , не готов к командировкам",Не указано,Опыт работы 19 лет,программист PHP в ИП Басыров А.В.,"создание web-сайтов; программирование системы финансового учета на PHP; Advanced Time Reports (интернет-система управления проектами и учета времени сотрудников) - по заказу американо-канадской фирмы (несколько лет проект длился, фактически в виде удаленной работы с почасовой оплатой); система ведения налогового учета для ИП на УСНО; подряд в проекте системы оплаты с привязкой к номеру телефона (доступ к разным услугам типа ТВ-чат, подача объявлений на радио/газету и т.д.); разработка проекта кредитования (система микрозаймов через интернет-сайт)","Русский — Родной, Английский — B2 — Средне-продвинутый","HTML+CSS; JavaScript; AJAX; PHP; MySQL (в т.ч. транзакции на InnoDB); работаю в Linux (в т.ч. уверенно - в консоли); Также есть опыт программирования на Assembler (драйвер устройства под DOS). С/С++ (OpenGL, мультипотоковые приложения, сокеты), VBA для Excel (аналитические вычисления для коммерческого предприятия); Разработана своя система бэк-трейсинга проблем в коде (что позволяет мне делать отладку кода в разы быстрее, чем без таковой системы).","ХГАЭП (Хабаровская государственная академия экономики и права) экономист-математик; ХГГУ (Хабаровский государственный гуманитарный университет) программист-математик; ""Софт-сервис"" 1С:Предприятие","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/dddcc0c40004d893ec0039ed1f3344524d7357
Кандидат,Программист-разработчик,50 000 ₽ на руки,"Мужчина, 32 года","Биробиджан , готов к переезду , готов к командировкам",Не указано,Опыт работы 12 лет 4 месяца,Программист в ООО Звезда Азуры,Разработка программного обеспечения.,"C#, Xamarin, .NET Framework, Русский — Родной, Английский — B2 — Средне-продвинутый",Не указано,"Приамурский государственный университет им. Шолом-Алейхема, Биробиджан Техникум информационных и промышленных технологий , Программное обеспечение вычислительной техники и автоматизированных систем","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/9e063c430004f66eb00039ed1f714c4e6f6d6c
Кандидат,Web программист,20 000 ₽ на руки,"Мужчина, 36 лет","Уфа , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 13 лет 4 месяца,Программист в Vsezakazal,"создание и продвижение сайта, работа с клиентами, продажа запчастей","Русский — Родной, Английский — A1 — Начальный","php, kohana, css, jQuery и тд. Разработка административной части приложения для интернет магазина Разработка административной части для ресторана доставки Написание парсеров товаров, страниц и т.д Подключение к платежным системам Поддержка сайтов Продвижение сайтов Интеграция со сторонними сайтами по средствам XML Использование Flash анимации в меньшей степени Работа с Action Script 3.0 пример http://www.vsezakazal-oil.ru/ слайдер на главной Написание сайта на AS 3.0 чистом не фрейморке + GTween http://www.vsezakazal.ru/ В разработке P2P соединения AS 3.0 Кроссдоменная авторизация по средствам AS 3.0 + JavaScript (ExternalInterface) ООП PHP MVC HMVC паттерны; Kohana Личный сайт www.vinogradov-ufa.ru","Башкирский государственный педагогический университет им. М. Акмуллы, Уфа Физико-математический факультет , Информатика","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/c89bd9a8000192d95f0039ed1f726773793941
Кандидат,Программист C#,50 000 ₽ на руки,"Мужчина, 43 года","Тамбов , готов к переезду (Москва) , не готов к командировкам",Не указано,Опыт работы 22 года 8 месяцев,"Программист в НВЦ ""Интеграционные технологии""","Доработка модулей инструментальной системе ИнМета, ИнГео, разработка программного обеспечения c использованием технологий: NET Framework 3.5 (C#, LINQ, DevExpress, ASP.NET 2.0, Windows Forms, SQL, XML, WCF, Net.Remouting). Базы данных: MS SQL Server 2000/2005. Oracle Database 10g Express Edition, Transact SQL.",Русский — Родной,Не указано,Тамбовский Государственный Технический Университет Конструирование радиоэлектронных средств,Русский — Родной,https://hh.ru/resume/8333b4db0004edc6ee0039ed1f374259327a43
Кандидат,Инженер-программист,Не указано,"Мужчина, 35 лет","Биробиджан , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 13 лет 3 месяца,Программист в Навигатор,"Разработка сайтов для клиентов компании, разработка готовых решений для конфигураций 1С","Java, HTML5, CSS3, JavaScript, MySQL, jQuery, PHP, Русский — Родной, Английский — B2 — Средне-продвинутый","Занимаюсь программированием около 10 лет, легко обучаюсь, всегда интересуюсь новыми технологиями IT сферы. Имею ученую степень бакалавра информационных систем.","Приамурский государственный университет им. Шолом-Алейхема, Биробиджан Факультет математики, информационных технологий и техники , Информационные системы и технологии (инженер)","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/ce6e312a00027d03f40039ed1f525330615a43
Кандидат,Программист Delphi,20 000 ₽ на руки,"Мужчина, 32 года","Самара , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 11 лет 7 месяцев,Программист в Freelance,Разработка прикладного ПО на языках Delphi и Python,"Embarcadero Delphi, Windows 7, Python, Русский — Родной",Не указано,Не указано,Русский — Родной,https://hh.ru/resume/b9bf80a90002c0895c0039ed1f775675434665
Кандидат,Программист C#,50 000 ₽ на руки,"Мужчина, 51 год","Томск , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 16 лет 1 месяц,"Программист в ОГАУЗ ""Поликлиника №10""","Системное администрирование, использование, разработка и настройка информационных систем, администрирование локальной вычислительной сети.","Пользователь ПК, Настройка ПК, MS Visual Studio, Windows 7, Borland C++, MS Dos, C++, Pascal, HTML, Cистемы управления базами данных, Английский язык, Работа в команде, Поиск информации в интернет, Управление персоналом, Организаторские навыки, Работа с оргтехникой, Грамотная речь, Деловое общение, MS Outlook, MS PowerPoint, Windows Xp, Ремонт ПК, Linux, C#, JavaScript, SQL, CSS, MySQL, Java, MS Access, Русский — Родной, Английский — B2 — Средне-продвинутый","Пунктуальный, ответственный, хорошо умею адаптироваться к любому коллективу.","Сибирский государственный медицинский университет, Томск Факультет информатики и вычислительной техники , Медкибернетика","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/cd67f62600031538930039ed1f744b33787973
Кандидат,программист,Не указано,"Мужчина, 42 года","Актобе , готов к переезду (Актобе, Москва, Пенза, Россия, Саратов) , готов к командировкам",Не указано,Опыт работы 24 года 10 месяцев,"владелец и программист в ИП ""Шмидт""","Все. Организация работы, программирование, внедрение, техническое и программное обеспечение. и т.д.","Русский — Родной, Английский — A1 — Начальный","Дисциплинированность‚ коммуникабельность‚ целеустремленность‚ Огромное желание развиваться в области программирования, обладание творческими способностями, способность создать эффективную команду.","Актив Софт 1С , Профессионал; Кооперативный колледж программирование ВТ и АС , Программист, техник","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/2ca8f11e0001afb7c40039ed1f666b5a676b35
Кандидат,программист-разработчик,35 000 ₽ на руки,"Мужчина, 40 лет","Тольятти , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 18 лет 1 месяц,"Программист в ООО ""ТТТ""","Разработка программы ""Диспетчерская такси"", написание серверов рассылки смс, написание обработчика событий на миниАТС Panasonic посредством TAPI, Разработка программы работы водителей посредством JAVA MIDP, Техническая поддержка пользователей, Ремонт орг-техники, раций, системное администрирование. Написание SQL скриптов (MySQL и MSSQL). Начал заниматься разработкой программ под Android, за 4 недели портировал версию midp java под андроид.","Русский — Родной, Английский — C2 — В совершенстве","Программирование на языках: SQL, Delphi, C++, PHP, Assembler, JAVA, немного OpenGL Разрабатывал интерфейс с использованием технологии AJAX Создание и поддержка баз данных Access, Oracle. Консультирование пользователей по телефону, и выезды на рабочие места. Разработка собственных электронных приборов от разработки принципиальной схемы, до готового образца, с изготовлением плат, монтажа радио элементов.","Ульяновский Государственный Технический Университет Вычислительные машины, комплексы, системы и сети , Инженер; Ульяновский Авиационный Колледж Техническое обслуживание и ремонт средств вычислительной техники и компьютерных сетей , Специалист","Русский — Родной, Английский — C2 — В совершенстве",https://hh.ru/resume/654d30920000997d440039ed1f736563726574
Кандидат,Программист-разработчик,Не указано,"Мужчина, Не указано","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 23 года 4 месяца,Программист в ООО Новео,"Владеем технологиями: Java, PHP, C/C++, C#, .NET, IOS, Android, WEB, Ruby, Python, GO","iOS, C++, Python, Java, JavaScript, C#, Android, PHP, Ruby, Objective-C, HTML5, PHP5, MS SQL, Java SE, HTML, Русский — Родной, Английский — C2 — В совершенстве",Не указано,"Новосибирский государственный технический университет, Новосибирск Факультет прикладной математики и информатики","Русский — Родной, Английский — C2 — В совершенстве",https://hh.ru/resume/c92f601900033697010039ed1f70794c544344
Кандидат,Программист Python,85 000 ₽ на руки,"Женщина, 46 лет","Санкт-Петербург , не готова к переезду , не готова к командировкам",Не указано,Опыт работы 9 лет 3 месяца,Программист в Индивидуальное предпринимательство / частная практика / фриланс,Написание програм для интеграции данных API,"Ответственность, Русский — Родной, Английский — C2 — В совершенстве","Обучаюсь постоянно профессиональным качествам и языкам программирования, слежу за тенденциями IT технологий","Санкт-Петербургский государственный университет аэрокосмического приборостроения, Санкт-Петербург 8 , 0719","Русский — Родной, Английский — C2 — В совершенстве",https://hh.ru/resume/667b65af00044991f60039ed1f356778535055
Кандидат,Программист,200 000 ₽ на руки,"Мужчина, 43 года","Тюмень , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 24 года 8 месяцев,Программист в Россар-Тюмень,Программист 1С,"Русский — Родной, Английский — C1 — Продвинутый",Не указано,Тюменский государственный университет Прикладная информатика в экономике,"Русский — Родной, Английский — C1 — Продвинутый",https://hh.ru/resume/dc2146460004e8fd480039ed1f327338475030
Кандидат,программист,Не указано,"Мужчина, Не указано","Симферополь , готов к переезду , не готов к командировкам",Не указано,Опыт работы 18 лет 4 месяца,Ведущий программист в Playful Division,"Разработка игры на Unity, C#, IronPython. https://store.steampowered.com/app/1264240/Infinite_Way/","Обучаемость, Русский — Родной","HTML5, Python Programming, CoffeeScript, Jade, Stylus, Framework, Node.js, Java, Macromedia Flash, FLEX, 2D, PostgreSQL, JavaScript, C++, OpenGL, Microsoft DirectX, HLSL, Oracle, Oracle PL/SQL, Microsoft Excel, Seagate Crystal Reports, Microsoft C-SHARP, Microsoft SQL Server, Microsoft SQL Server 2000, Amazon Web Services, Linux, MongoDB, Redis",Оренбургский Государственный Университет факультет ``информационные технологии'',Русский — Родной,https://hh.ru/resume/537ca9910005b04d8d0039ed1f30667750736b
Кандидат,Web-программист,30 000 ₽ на руки,"Мужчина, 54 года","Таганрог , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 14 лет 9 месяцев,Программист в rent21,"Написание сайтов компании с использованием php, javascript, node.js , настройка и администрирование серверов linux","phpMyAdmin, HTML5, PHP, MySQL, CSS, Apache HTTP Server, Joomla CMS, jQuery, Ajax, Adobe Photoshop, Git, HTML, PHP4, PHP5, Веб-программирование, Администрирование, JavaScript, Настройка серверов Apache, Node.js, CMS Wordpress, Администрирование сайтов, Администрирование серверов Linux, CSS3, Русский — Родной, Английский — B2 — Средне-продвинутый",Не указано,Не указано,"Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/83e345800002d72df00039ed1f4b5069355067
Кандидат,программист,Не указано,"Мужчина, 59 лет","Санкт-Петербург , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 15 лет 1 месяц,"Инженер-программист в ООО ""Новая пресса""","Разработка и поддержка информационной системы, основанной на MS SQL Сервере","MS SQL Server, C++, C#, VBA, PHP5, JavaScript, JSON API, JSONP, Ajax, jQuery, HTML5, CSS3, Bootstrap, Русский — Родной, Английский — B2 — Средне-продвинутый",Не указано,"Санкт-Петербургский национальный исследовательский университет информационных технологий, механики и оптики, Санкт-Петербург Факультет информационных технологий и программирования , инженер-программист","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/a45e0e0100024227360039ed1f557451647839
