ФИО,Желаемая должность,Зарплата,Личная информация,Местоположение,Занятость и график,Общий опыт,Последнее место работы,Обязанности,Ключевые навыки,Обо мне,Образование,Языки,Ссылка
Candidate,программист,50 000 ₽ in hand,"Male, 57 years","Tomsk , willing to relocate (Moscow, Moscow Oblast, Novosibirsk, Saint Petersburg) , prepared for occasional business trips",Не указано,Work experience 27 years 1 month,"Руководитель проектов, Программист в ООО ""Дарим-Томск"", г. Томск. (томский филиал корейской фирмы ""Darim Vision Ltd."") .","Разработка мультимедийных систем, систем сетевого вещания, драйверов устройств. Работа с компьютерным видео и звуком. Обеспечение технической поддержки программных продуктов.","Russian — Native, English — B2 — Upper Intermediate",Программист,"Томский Институт Автоматизированных Систем Управления и Радиоэлектроники Факультет Электронной Техники , Инженер электронной техники","Russian — Native, English — B2 — Upper Intermediate",https://hh.ru/resume/b6d48091000093c30a0039ed1f736563726574
Кандидат,Программист,15 000 ₽ на руки,"Женщина, 29 лет","Саратов , не готова к переезду , не готова к командировкам",Не указано,Опыт работы 11 лет 6 месяцев,Программист в Билайн,начинающий программист.,"Русский — Родной, Английский — A1 — Начальный","Corel Draw , Photoshop",Не указано,"Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/7fcae41b0001e954b40039ed1f703354336a76
Кандидат,Программист-разработчик,30 000 ₽ на руки,"Мужчина, 62 года","Нижний Тагил , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 31 год 9 месяцев,Программист в ОАО АХПК,"Опыт руководящей работы 5 лет Программист, в совершенстве знаю и умею работать в ОС DOS и WINDOWS 95/98/2000/XP/Vista/7, оболочки NC,VC,Far.Из ППП под WINDOWS хорошо знаю Microsoft Office, графический пакет AUTOCAD. Из языков программирования профессионально работаю в 1С: Предприятие, С++ , СУБД Visual FoxPro(все версии), Delphi, SQL.Умею создавать и сопровождать сайты(HTML,CSS,JS,PHP). Достаточно хорошо знаю аппаратную часть компьютера. Умею соединять, настраивать и обслуживать компьютерную сеть. В области программирования мною разработан ряд серьезных задач по экономике, страхованию, анализу движения пассажирского автотранспорта, статистике. Стаж более 10 лет. Умею работать с большинством офисной техники.","Программист-разработчик,Web-программист, Программист 1С, Русский — Родной",Не указано,"Уральский федеральный университет имени первого Президента России Б.Н. Ельцина, Екатеринбург САПР",Русский — Родной,https://hh.ru/resume/3ce99eb300021743270039ed1f63476e703442
Кандидат,Программист,70 000 ₽ на руки,"Мужчина, 39 лет","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 18 лет 5 месяцев,программист в ИДР,"web-программист html, php, perl, javascript, jquery, mysql, ldap,css freebsd","Белорусский — Родной, Английский — C2 — В совершенстве",Не указано,Не указано,"Белорусский — Родной, Английский — C2 — В совершенстве",https://hh.ru/resume/4737d4c20004e6338a0039ed1f417978464d52
Кандидат,Программист 1с,Не указано,"Мужчина, 49 лет","Пермь , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 25 лет,Программист в завод,программист 1С,Русский — Родной,Не указано,пгту автоматизации,Русский — Родной,https://hh.ru/resume/70100fb60004d430400039ed1f503644524479
Кандидат,Программист,150 000 ₽ на руки,"Мужчина, 45 лет","Малаховка (Московская область) , готов к переезду (Москва) , готов к редким командировкам",Не указано,Опыт работы 25 лет 7 месяцев,Программист в Опыт работы," Научно-исследовательский институт информационных технологий НИИТ МГАФК. 2000- 2004 г.г. Научный сотрудник. Программирование на Delphi и C++ Builder, разработка и внедрение сайта.  Научно-производственная фирма НТФ АРИСТ 2004-2007 г.г. Программист. Разработка приложений, поддержка и разработка корпоративной программы на Delphi 7.  Торговый Центр ГРАНТ ПЛЮС. 2007 г. Программист. Разработка и внедрение сайта торгового комплекса на PHP и Bitrix.  ООО коммерческий банк КАПИТАЛ КРЕДИТ 2008г. Специалист. Работа с банковскими программами.  Центральный аэрогидродинамический институт им. Н.Е. Жуковского (ФГУП ЦАГИ), г. Жуковский. 2008- 2009 г.г. Программист 1 категории. Работа с программами на Delphi 8 и MS SQL 2005.  Компания Премакса Восток Фирма АЙ ТИ ЭНД ТИ. 2012 г. Программист. Поддержка программы на Delphi и SQL, написание программ на C#, C++, ASP, Visual Studio.  Компания МОБИЛ ЭЛЕМЕНТ. 2013 г. Программист. Разработка программы для мобильных платежных систем в группе программистов на Delphi XE2.  Mr Doors. 2015 г. Программист Delphi, Oracle.  Фриланс, подработка, учеба в GeekBrains (Java-разработка). 2015 - 2021 гг.","Знание технологий и компонентов: VCL, XML, XSLT, DevExpress, Web, систем контроля версий., Опыт проектирования, разработки и рефакторинга кода в крупных проектах на Delphi. Delphi 7, 8, XE2., Опыт разработки коммерческих программных продуктов на Delphi, C++ Builder, Программирование Delphi в связке с MSSQL, Oracle. MSSQL 2000, 2005, 2008. Oracle 9I., Программирование на многих языках: Assembler, PHP, ASP, SHAREPOINT, HTML, PASCAL, C++, C# и других., программирование, организация работы, Учеба в GeekBrains, Java-разработка: Java Core, Git, Базы данных, Swing, FXML, ..., MS Visual Studio, C# NET, ASP.NET, ADO.NET на начальном уровне., Русский — Родной, Английский — C1 — Продвинутый","Хобби: спорт, компьютеры, музыка, постоянное самообразование, путешествия.","Московский энергетический институт (Национальный исследовательский университет), Москва Институт Автоматики и Вычислительной Техники , Специальность: Вычислительные машины, комплексы, системы и сети. Инженер-системотехник","Русский — Родной, Английский — C1 — Продвинутый",https://hh.ru/resume/dd88a73c0002335f750039ed1f4a7a74334634
Кандидат,Программист,Не указано,"Мужчина, 31 год","Советский (Ханты-Мансийский АО) , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 11 лет 3 месяца,"Программист в Июль 2014 года - по настоящее время – Автономное учреждение Ханты-Мансийского автономного округа – Югры «Советская районная больница», программист; Июль 2011г. – январь 2012г. – Интернет провайдер ООО «FasTel», инженер службы технической поддержки.","Обслуживание аппаратного устройства рабочей станции (персонального компьютера). Устанавливаю, настраиваю, администрирую операционные системы рабочих станций, общесистемное программное обеспечение рабочих станций (архиваторы, текстовые редакторы, почтовые программы и пр.), пакеты офисных программ (MC Office). Обслуживание активного сетевого оборудования (коммутаторы, маршрутизаторы). Коммутация кроссовых панелей серверных помещений. Подготовка (обжим) коммутационных кабелей (патч, кордов), тестирование розетки СКС. Работа с информационно-телекоммуникационными сетями, в том числе сетью Интернет, с внутренними и периферийными устройствами рабочей станции. Применение утилит сетевой диагностики и базовые знания стека протоколов TCP/IP.","Русский — Родной, Английский — A1 — Начальный",Водительское удостоверение категории «В». Имеется личный автомобиль,"Советский профессиональный колледж техник - программист , техническое обслуживание средств вычислительной техники и компьютерных сетей","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/2aa5896f0002859c600039ed1f63444747624e
Кандидат,Техник-программист,40 000 ₽ на руки,"Мужчина, 34 года","Оренбург , не готов к переезду , готов к командировкам",Не указано,Опыт работы 12 лет 8 месяцев,Программист в ГБУЗ Сорочинская МБ,Программист,"Пользователь ПК, Работа с оргтехникой, Работа в команде, Internet, Поиск информации в интернет, Работа с большим объемом информации, оформление документации, Работа с документами, Электронная почта, Работа с документами временного хранения, Работа с документами постоянного хранения, Точность и внимательность к деталям, Офисная техника, Оперативный поиск информации в сети Интернет, Техническая поддержка, Навыки составления отчетности, Составление отчетности, Работа с базами данных, MS Access, Способность обучать других, Сбор и анализ информации, Русский — Родной, Башкирский — B2 — Средне-продвинутый","Коммуникабелен, целеустремлён, установка и настройка программ, изготовление ЭЦП, настройка и установка ремонт принтеров и МФУ, ремонт персональных компьютеров и установка ос на базе windows, linux. Настройка и прокладка локальной сети, поддержка и своевременное обновление сайта организации, конфигурация, настройка и администрирование серверов, ввод арм в домен, персональных компьютеров и периферийных устройств. инсталляция, настройка и обновление операционной системы, прочего программного обеспечения (включая антивирусное).","Электроники и бизнеса Программное обеспечение вычислительной техники и автоматизированных систем , программист-техник","Русский — Родной, Башкирский — B2 — Средне-продвинутый",https://hh.ru/resume/f54acc5400031da4b60039ed1f7a56594a6652
Кандидат,Программист С++,Не указано,"Мужчина, 27 лет","Москва , не готов к переезду , готов к командировкам",Не указано,Опыт работы 6 лет 9 месяцев,Программист в Nomachine,Программист developer,"Коммуникативные навыки, Работа в режиме многозадачности, Информационные технологии, Экономический анализ, Русский — Родной, Английский — B2 — Средне-продвинутый, Грузинский — C2 — В совершенстве",Не указано,"Georgian state university Менеджмент , Менеджер","Русский — Родной, Английский — B2 — Средне-продвинутый, Грузинский — C2 — В совершенстве",https://hh.ru/resume/fe0aa86a00079266be0039ed1f79436c567a42
Кандидат,программист,35 000 ₽ на руки,"Мужчина, 48 лет","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 24 года,"программист в ООО ""MGP""","01.2007 по н.в. Должность: Программист Должностные обязанности: доработка ПО Работаю на должности программиста 1С. Занимаюсь автоматизацией всех направлений торговли. Разрабатываю, оптимизирую, поддерживаю торговые базы 1С. Также создаю вспомогательные утилиты, сервисы в среде «Delphi». Занимаюсь системным администрированием, необходимым для работы пользователей в 1С, автоматической архивации данных и пр. Обучаю пользователей. Подключал торговое оборудование. Обслуживал розничную сеть. Удаленно работаю с регионами (центры мелкооптовых продаж). Администрирую базу оперативного учета «Граф Бестужев». Разработал корпоративную web базу данных с использованием PHP, MySQL, Javascript. А также приложения для обновления Интернет магазина, самообновляемый сервис для обмена данными между региональными центрами и офисом, программу для подготовки счетов, web-ресурс «Тестирование кандидатов». 03.2004 по 09.2006;, программист Должность: инженер - программист I категории. Должностные обязанности: разработка БД Interbase Delphi SQL 09.2002 03.2004гг. Должность: инженер II кат. Должностные обязанности: разработка баз данных Interbase Delphi, администрирование ВТ и ЛВС. 10.2001 09.2002гг. Должность: наладчик КИПиА Должностные обязанности: монтаж и наладка схем автоматики, систем связи, ремонт и обслуживание систем автоматики и электроприводов; составление технической документации.","Русский — Родной, Английский — C2 — В совершенстве","Администрирование ВТ . Interbase, SQL, PL/SQL, Delphi. Знание иностранных языков Английский язык. Разговорный, письменный, чтение технической литературы. Аспирантура МГАПИ Кандидат технических наук Учебный центр МГУ (ВМиК) Март 2007г. -май 2007г. SQL и основы баз данных, Oracle 10g: Расширения SQL, Oracle 10g: Программирование на PL/SQL МГУ (ВМиК) 01.09.2006 Разработчик компьютерных технологий","Московская государственный университет приборостроения и информатики информатика , диплом","Русский — Родной, Английский — C2 — В совершенстве",https://hh.ru/resume/fec63d28000098efa20039ed1f736563726574
Кандидат,Программист,42 000 ₽ на руки,"Мужчина, 41 год","Санкт-Петербург , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 21 год 5 месяцев,"программист в ООО ""Тотал Обджектс СПб""",Разработка и поддержка программ для страхового рынка Lloy,"Русский — Родной, Английский — C2 — В совершенстве",Не указано,Санкт Петербургский колледж радиоэлектронного приборостроения 2204 программист,"Русский — Родной, Английский — C2 — В совершенстве",https://hh.ru/resume/6b4fd1510004e8707e0039ed1f626e37764e49
Кандидат,Программист,15 000 ₽ на руки,"Женщина, 31 год","Кемерово , не готова к переезду , готова к командировкам",Не указано,Опыт работы 10 лет 6 месяцев,Программист в РЭУ им. Г.В. Плеханова (бывший РГТЭУ КФ),"Администратор интернет-зала, программист электронных учебников в формате html.","Ответственность, Обучаемость, Доброжелательность, Стрессоустойчивость, Русский — Родной, Английский — A1 — Начальный","Опытный пользователь ПК (Windows XP/7/8, MS Office, Internet). Владение языками программирования: HTML/CSS, VBA, Visual Basic, SQL, Delphi, Pascal. Личные качества: обучаемость, способность принятия нестандартных решений, работоспособность, целеустремлённость, стрессоустойчивость, высокая степень ответственности, коммуникабельность, исполнительность, умение работать в команде, дисциплинированность, аккуратность.","РЭУ им. Г. В. Плеханова (бывш. РГТЭУ, КФ) Экономический , Прикладная информатика","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/a2af5ca50002893e130039ed1f6e755874795a
Кандидат,Программист,Не указано,"Мужчина, 32 года","Димитровград , готов к переезду , готов к редким командировкам",Не указано,Опыт работы 12 лет 6 месяцев,"Программист в ОГБУСО ЦСО ""Доверие"" в г. Димитровграде",Содержание автоматизированных систем,Русский — Родной,"Создание локальных сетей, поддержка Web-сайтов, поддержка АС.","ФГАОУ ""Национальный исследовательский ядерный университет ""МИФИ"" оператор ЭВМ и АС , Программист",Русский — Родной,https://hh.ru/resume/0367858600018830260039ed1f734a44377061
Кандидат,1С-Программист,Не указано,"Мужчина, 42 года","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 18 лет 9 месяцев,Программист в Газпром трансгаз Волгоград,Программист 1С,"Русский — Родной, Английский — A1 — Начальный","Изменение типовых и доработанных конфигураций 1С. Проведение обследования, разработка и реализация проектов автоматизации. Специфические настройки для бухгалтерии, торговли и производства. Установка 1С, настройка 1С. Автоматизация формирования налоговой, бухгалтерской отчетности. Опыт работы с 1С:Предприятие 7.7, 8.1 и 8.2 в средних и крупных нефте-газовых компаниях с 2005. Сдельная (проектная) работа и сопровождение (обслуживание), удаленная работа. настройка программы в режиме пользователя (начальное заполнение констант, справочников и т.д.); ввод пользователей, настройка прав интерфейсов; обновление форм отчетности 1С; дополнительные обработоки 1С; обновление релизов конфигураций и программных файлов 1С; консультации и обучение на рабочем месте заказчика; разработка и выполнение процедур разового переноса данных из других программ; выгрузка и загрузка данных из одной программы 1С:Предприятие в другую; подключение внешней печатной формы 1С, внешнего отчета или обработки 1С; создание дополнительного отчета или обработки 1С; создание дополнительных информационных баз; поиск и исправление ошибок 1С; установка и подключение Клиент-банк 1с; сохранение, восстановление и резервное копирование баз 1С; архивация, упаковка и тестирование информационных баз, настройка программы в режиме 1С Конфигуратора, администрирование и конфигурирование 1С:Предприятие, специальные проекты (ведение протоколов изменения данных, настройка ролей и т.д.), и другие услуги по программированию и настройке 1С.",ЧелГУ Компьютерная безопасность,"Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/7c7222fd0004d07e5f0039ed1f774952597135
Кандидат,программист,25 000 ₽ на руки,"Женщина, 34 года","Красноярск , готова к переезду , готова к командировкам",Не указано,Опыт работы 12 лет 7 месяцев,Программист в МБУЗ ГДП №2,- Техническая поддержка и обучение пользователей - Конфигурирование программного обеспечения - Обнаружение и устранение проблем на рабочих станциях - Удаленное управление,"Русский — Родной, Английский — C1 — Продвинутый","Основы программирования (с++), тестер (тестировщик); Знание html5, css, javascript, jquery, php5 написание и администрирование сайта; Разработка графической части Web сайтов, деталей интерфейсов и навигации; Построение корпоративных и локальных сетей, телекоммуникационных систем; Сетевое оборудование - маршрутизаторы, модемы коммутируемые и DSL, спутниковое оборудование, Ethernet; Администрирование ЛВС (100 рабочих станций); Техническая поддержка пользователей; Поддержка офисной орг. техники; Удаленное управление рабочими станциями; Установка и настройка операционной системы, программного обеспечения. Операционные системы: Windows XP (Vista, Seven), Linux Знание серверов: Windows Server 2003/2008, DHCP, DNS, VPN, FTP Server, MySQL, Active Directory. Разработка БД, приложений для БД, написание технической документации и т.д.","Сибирский государственный технологический университет Автоматизации и информационных технологий , Программист (Магистр); Сибирский государственный технологический университет Автоматизации и информационных технологий , Программист(Инженер); Техникум информатики и вычислительной техники Автоматизации и информационных технологий , Программист; курсы английского языка Absolute English","Русский — Родной, Английский — C1 — Продвинутый",https://hh.ru/resume/48b222080001ace1000039ed1f654e454b574a
Кандидат,Программист,10 000 ₽ на руки,"Мужчина, 40 лет","Тольятти , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 14 лет 6 месяцев,программист в ООО Вариант 7,"работа на выезде к клиентам, доработка типовых конфигураций","Русский — Родной, Английский — A1 — Начальный","знаю 1С 7.7,8.1, 8.2.Опыт программирвания в 8.1. Опыт создание и знание WEB","РГГУ Информационные технологие , программист; ТМТ Металлообработка , станочник; Основы конфигурирования в 1С 8.0 НОУ Интуит , основы 1С; платформа 8.2 1С , справка по 8.2","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/9f52f864000118af500039ed1f445759417757
Кандидат,Программист,50 000 ₽ на руки,"Мужчина, 77 лет","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 50 лет 9 месяцев,Программист в Хоум Кредит энд Финанс Банк,"Программист (желательно удаленно) 2 высших Инженер механик Инженер математик Последнее место работы РАО ЕЭС РОСИИ,ГВЦ Энергетики начальник отдела, Возраст 61.Москвич. Постановка разработка внедрение с применением: 1. MIIS ASP.NET HTML,XML XSL,JavaScript, DHTML, UML,SVG 2. ГИС MapInfo, MAPBASIC; Гис WEB сервера,приложения Инструменты: MS Studio:6.0 VB6, 2008 неплохо C# среда NET Framework,Delphi 7 Studio БД для MSSQL T-SQL, ORACLE. Небольшая часть что делал: http://www.gvc.elektra.ru/product/maps/gvc.htm http://www.gvc.elektra.ru/product/maps/Kros/index.htm http://www.itecp.ru/solutions/gis/ http://www.gvc.elektra.ru/show.cgi?product/maps/maps.htm Последних 3 года до н.в. - шлюзы терминальных платежных систем в банке программистом в отделе IT банка. Английский на уровне понимания тех. докумен","Русский — Родной, Английский — A1 — Начальный",Не указано,Не указано,"Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/a78232b40004e2ab4d0039ed1f63574b744170
Кандидат,Программист,70 000 ₽ на руки,"Мужчина, 42 года","Одинцово (Московская область) , готов к переезду (Москва) , не готов к командировкам",Не указано,Опыт работы 21 год 8 месяцев,Программист в ЗАО Нанософт,"Участие в разработке модулей для AutoCAD 2D графика Поддержка существующего и написание нового кода Проектирование баз данных, написание запросов и хранимых процедур Разработка модулей с графическим интерфейсом Тестирование и документирование модулей AutoCAD","Русский — Родной, Английский — B2 — Средне-продвинутый","Разработка приложений под Windows Разработка баз данных ООП Опыт разработки многопоточных приложений Паттерны проектирования Рефакторинг кода Разработка GUI Среды разработки: Microsoft Visual Studio 2003/2008/2010‚ Borland Builder 6, MS SQL Server Management Studio. Языки программирования: С++, SQL C# (базовые знания) Технологии/библиотеки: WinAPI, STL‚ VCL‚ MFC, COM‚ Boost, ADO, ODBC, Sockets Проектирование с использованием UML 2.0 (Enterprise Architect) Опыт работы в команде Опыт руководства командой программистов (3 человека) Владение системами контроля версий – svn Знание английского языка (upper intermediate)",Московский авиационно-технологический университет МАТИ-РГТУ им. К.Э.Циолковского авиационно-космических конструкций и технологий/автоматизированные системы обработки информации и управления красный,"Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/7734337b0004f1cf750039ed1f4236664f4e4f
Кандидат,программист,1 000 € на руки,"Женщина, 38 лет","Самара , готова к переезду (Тольятти) , не готова к командировкам",Не указано,Опыт работы 19 лет 10 месяцев,"программист в Франция, Ницца, ""Preventeo""","создание модуля системы веб-репортинга (Zend Framework,php,jquery,jqvqscript,html,css)","Русский — Родной, Английский — A1 — Начальный, Французский — C2 — В совершенстве",Не указано,"Россия, Тольятти, Волжский Университет им. Татищева Информатика и телекоммуникации, программист","Русский — Родной, Английский — A1 — Начальный, Французский — C2 — В совершенстве",https://hh.ru/resume/e0d569ca0004e7031e0039ed1f6f3476334975
Кандидат,Программист,30 000 ₽ на руки,"Женщина, 35 лет","Березовский (Свердловская область) , не готова к переезду , не готова к командировкам",Не указано,Опыт работы 14 лет 4 месяца,ведущий программист в Уральский банк реконструкции и развития,"Руководитель группы скоринг-кредитования Ведущий программист отдела сопровождения инф.систем (SAP CRM, Вклады 6i) Ст. программист отдела сопровождения инф.систем (SAP R/3) Ст. программист отдела поддержки пользователей инф.систем. программист группы поддержки пользователей.","Русский — Родной, Английский — A1 — Начальный","Пунктуальная, ответственна, легко обучаема, коммуникабельна, стрессоустойчива, общительна.","Российский государственный профессионально-педагогический университет, Екатеринбург Институт электроэнергетики и информатики , Прикладная информатика","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/6ef903eb0001e6c8b90039ed1f7934496a6441
Кандидат,Программист,20 000 ₽ на руки,"Женщина, 35 лет","Арзамас , не готова к переезду , не готова к командировкам",Не указано,Опыт работы 17 лет 2 месяца,"Программист в ОАО ""АМЗ""","Пользователь ПК, создание программ в программном обеспечении FoxPro и Clipper, работа с документами.","1C: Бухгалтерия, Adobe Photoshop, FoxPro, MS Excel, MS Word, Pascal, Visual FoxPro, Русский — Родной, Английский — A1 — Начальный",Не указано,АПИ НГТУ экономика и бух учет в машиностроении; Арзамасский приборостроительный колледж им. П.И.Пландина экономика и бух учет; 1С: Предприятия АПК; Программирование СГА,"Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/aca937420000d1fd490039ed1f6451726c704a
Кандидат,Программист,Не указано,"Мужчина, 44 года","Москва , м. Сходненская , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 24 года 11 месяцев,Старший программист в CleverDATA,"Работал в команде исполняющей проекты связанные с накоплением и обработкой крупных массивов данных (Big Data) в области цифрового маркетинга. Используемые языки, технологии и фреймворки: Java, Spring, Aerospike, Kafka","Русский — Родной, Английский — C1 — Продвинутый","- умение работать в разнородной команде (программисты, аналитики, тестеры, заказчик) - не боюсь осваивать новые технологии - сторонник использования разных языков/парадигм/платформ (в том числе в одной системе) - нацеленность на результат (но без компромисса с качеством кода) - коммуникабельность","Пензенский государственный университет Факультет вычислительной техники , Инженер по специальности программное обеспечение вычислительной техники и автоматизированных систем; Основы компьютерной графики Пензенский государственный университет , -; Программист-пользователь Межшкольный учебно-производственный комбинат , -","Русский — Родной, Английский — C1 — Продвинутый",https://hh.ru/resume/a636e1b70000202cc20039ed1f736563726574
Кандидат,Программист,18 000 ₽ на руки,"Женщина, 41 год","Челябинск , готова к переезду , готова к командировкам",Не указано,Опыт работы 21 год 3 месяца,Программист в Федеральная служба государственной статистики,"- Организация выполнения работ по внедрению программно-технологических комплексов, получаемых централизованно или разработанных самостоятельно силами Челябинскстата; - Сопровождение программных средств, выполнение программно-технологических работ по заявкам экономических отделов Челябинскстата; - Установка и настройка программного обеспечения; - Консультация пользователей; - Работа с БД (VFP, Microsoft SQLServer) – конфигурирование и администрирование. - Написание SQL запросов. - Написания подробных инструкций для пользователей. - Развертывание ИС. - Опытно-промышленная эксплуатация ПО и составление отчетов по ней. - Обновление и доработка ПО.","CorelDRAW, MS SQL, SPSS, Работа с базами данных, Русский — Родной, Английский — A1 — Начальный","высокая обучаемость и трудоспособность, ответственность, заинтересованность, коммуникабельность, стрессоустойчивость. Не конфликтна.","Южно-уральский институт управления и экономики, Челябинск ИТ и системы , Программное обеспечение вычислительной техники и автоматизированных систем; Челябинский энергетический техникум 1 , Программное обеспечение вычислительной техники и автоматизированных систем","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/68a154f70001e4d91a0039ed1f746f3165636a
Кандидат,Программист,25 000 ₽ на руки,"Мужчина, 47 лет","Новосибирск , м. Березовая роща , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 21 год 10 месяцев,"программист в СУ-38 ОАО ""Строймеханизация""","обеспечение работы локальной сети (Win), бухгалтерских программ, доработка конфигураций под требования компании,",Русский — Родной,Не указано,НГПУ (Новосибирский государственный педагогический университет) Новосибирск информатика; НГТУ (Новосибирский государственный технический университет) Новосибирск Программирование в среде 1С,Русский — Родной,https://hh.ru/resume/470d38c30004ce08cf0039ed1f416772795653
Кандидат,Программист,60 000 ₽ на руки,"Мужчина, 41 год","Киржач , готов к переезду , готов к командировкам",Не указано,Опыт работы 19 лет 8 месяцев,Программист в ПИК НПО Наука,"Поддержка пользователей, консультации по 1С, MS office, администрирование SQL","Русский — Родной, Английский — A1 — Начальный, Немецкий — A1 — Начальный","1с 7.7,Delphi 7,VB 6.0,VBA(MS Office),английский - технический, немецкий - со словарём","Филиал Московского государственного гуманитарного университета им. М.А. Шолохова, Покров Прикладная информатика; ЛиДАМТ Программное обеспечение АС и ЭВТ","Русский — Родной, Английский — A1 — Начальный, Немецкий — A1 — Начальный",https://hh.ru/resume/1dd6782500005866770039ed1f736563726574
